TIME,VALUE,DURATION,LABEL
0.000000000,1,36.400000000,A
36.400000000,2,41.800000000,B
78.200000000,3,32.800000000,C
111.000000000,4,10.200000000,D
121.200000000,3,5.400000000,C
126.600000000,4,8.600000000,D
135.200000000,3,5.400000000,C
140.600000000,4,9.000000000,D
149.600000000,3,12.200000000,C
161.800000000,4,5.800000000,D
167.600000000,5,44.400000000,E
212.000000000,4,8.000000000,D
220.000000000,3,5.400000000,C
225.400000000,4,23.200000000,D
248.600000000,3,4.800000000,C
253.400000000,4,8.800000000,D
262.200000000,3,5.600000000,C
267.800000000,4,6.200000000,D
274.000000000,6,17.800000000,F
291.800000000,2,11.600000000,B
303.400000000,1,19.400000000,A
