TIME,VALUE,DURATION,LABEL
0.000000000,1,39.600000000,A
39.600000000,2,35.000000000,B
74.600000000,3,65.600000000,C
140.200000000,4,6.000000000,D
146.200000000,5,22.400000000,E
168.600000000,6,8.400000000,F
177.000000000,5,7.800000000,E
184.800000000,7,8.000000000,G
192.800000000,6,6.000000000,F
198.800000000,7,10.800000000,G
209.600000000,6,5.600000000,F
215.200000000,7,12.200000000,G
227.400000000,4,5.800000000,D
233.200000000,7,11.600000000,G
244.800000000,8,32.200000000,H
277.000000000,4,12.400000000,D
289.400000000,8,20.800000000,H
