TIME,VALUE,DURATION,LABEL
0.000000000,1,20.600000000,A
20.600000000,2,4.400000000,B
25.000000000,3,16.200000000,C
41.200000000,4,8.400000000,D
49.600000000,3,16.200000000,C
65.800000000,4,8.000000000,D
73.800000000,3,16.600000000,C
90.400000000,4,8.200000000,D
98.600000000,5,18.200000000,E
116.800000000,4,6.800000000,D
123.600000000,5,18.000000000,E
141.600000000,4,15.400000000,D
157.000000000,6,24.600000000,F
181.600000000,2,11.600000000,B
193.200000000,7,18.400000000,G
211.600000000,8,7.600000000,H
219.200000000,7,18.600000000,G
237.800000000,2,4.400000000,B
242.200000000,7,13.600000000,G
255.800000000,8,29.800000000,H
285.600000000,2,12.200000000,B
297.800000000,1,7.400000000,A
305.200000000,4,28.800000000,D
