CLIP_NAME,DURATION,TIMESTAMP
8.L,0:14.625,0.21
4.L,0:07.312,14.836
8.L,0:14.625,22.148
8.L,0:14.625,36.774
8.L,0:14.625,51.399
8.L,0:14.625,66.024
8.L,0:14.625,80.649
8.L,0:14.625,95.274
4.L,0:07.312,109.9
8.L,0:14.625,117.212
8.L,0:14.625,131.837
8.L,0:14.625,146.463
8.L,0:14.625,161.088
8.L,0:14.625,175.713
8.L,0:14.625,190.338
8.L,0:14.625,204.964
8.L,0:14.625,219.589
8.L,0:14.625,234.214
8.L,0:14.625,248.839
12.L,0:21.904,263.465
8.L,0:14.625,285.369
8.L,0:14.625,299.995
8.L,0:14.625,314.62
8.L,0:14.625,329.245
8.L,0:14.625,343.87
x.L,0:12.530,358.495
8.L,0:14.964,3.194
8.L,0:14.964,18.159
8.L,0:14.964,33.124
8.L,0:14.964,48.089
8.L,0:14.964,63.054
8.L,0:14.964,78.019
8.L,0:14.964,92.984
8.L,0:14.964,107.949
8.L,0:14.964,122.914
8.L,0:14.964,137.879
8.L,0:14.964,152.844
8.L,0:14.964,167.809
8.L,0:14.964,182.774
8.L,0:14.964,197.739
8.L,0:14.964,212.703
8.L,0:14.964,227.668
